index,gamma,spacing_raw,spacing_normalized,source,block_label
1,14.134725142,6.887314497,0.8887119300190709,sage_odlyzko_zeta,gate0_default
2,21.022039639,3.988817941,0.7666927785202764,sage_odlyzko_zeta,gate0_default
3,25.01085758,5.414018546,1.190336324616458,sage_odlyzko_zeta,gate0_default
4,30.424876126,2.510185462,0.6301779970882545,sage_odlyzko_zeta,gate0_default
5,32.935061588,4.651116571,1.226340108873478,sage_odlyzko_zeta,gate0_default
6,37.586178159,3.332540853,0.9487406784120896,sage_odlyzko_zeta,gate0_default
7,40.918719012,2.408354269,0.7181960467965379,sage_odlyzko_zeta,gate0_default
8,43.327073281,4.678077600,1.4376311547266685,sage_odlyzko_zeta,gate0_default
9,48.005150881,1.768681597,0.5723995477804246,sage_odlyzko_zeta,gate0_default
10,49.773832478,3.196489000,1.05288841805063,sage_odlyzko_zeta,gate0_default
11,52.970321478,3.475926219,1.1793651385033024,sage_odlyzko_zeta,gate0_default
12,56.446247697,2.900796306,1.013569071300942,sage_odlyzko_zeta,gate0_default
13,59.347044003,1.484734522,0.5306239895175273,sage_odlyzko_zeta,gate0_default
14,60.831778525,4.280765523,1.5467226177871594,sage_odlyzko_zeta,gate0_default
15,65.112544048,1.967266481,0.7321034241292983,sage_odlyzko_zeta,gate0_default
16,67.079810529,2.466591182,0.9296085578257106,sage_odlyzko_zeta,gate0_default
17,69.546401711,2.520755963,0.9645096005188367,sage_odlyzko_zeta,gate0_default
18,72.067157674,3.637533025,1.4124312107768895,sage_odlyzko_zeta,gate0_default
19,75.704690699,1.440149370,0.5704874840442603,sage_odlyzko_zeta,gate0_default
20,77.144840069,2.192534951,0.8751064319691478,sage_odlyzko_zeta,gate0_default
21,79.33737502,3.573005834,1.4420302802670706,sage_odlyzko_zeta,gate0_default
22,82.910380854,1.825112127,0.7493931662562153,sage_odlyzko_zeta,gate0_default
23,84.735492981,2.689781632,1.1137488693628892,sage_odlyzko_zeta,gate0_default
24,87.425274613,1.383836595,0.5798831921468061,sage_odlyzko_zeta,gate0_default
25,88.809111208,3.682788063,1.5524414529538608,sage_odlyzko_zeta,gate0_default
26,92.491899271,2.159444770,0.9242563452460469,sage_odlyzko_zeta,gate0_default
27,94.651344041,1.219290187,0.5263427178928453,sage_odlyzko_zeta,gate0_default
28,95.870634228,2.960559990,1.2840444311652728,sage_odlyzko_zeta,gate0_default
29,98.831194218,2.486656788,1.0905412636610925,sage_odlyzko_zeta,gate0_default
30,101.317851006,2.407687034,1.0654306545868033,sage_odlyzko_zeta,gate0_default
31,103.72553804,1.721085012,0.7680341437763315,sage_odlyzko_zeta,gate0_default
32,105.446623052,1.721988132,0.7729472854597704,sage_odlyzko_zeta,gate0_default
33,107.168611184,3.860924359,1.7430034416470004,sage_odlyzko_zeta,gate0_default
34,111.029535543,0.845123634,0.3862892243230415,sage_odlyzko_zeta,gate0_default
35,111.874659177,2.445561738,1.120769120636193,sage_odlyzko_zeta,gate0_default
36,114.320220915,1.906459406,0.8802668459042219,sage_odlyzko_zeta,gate0_default
37,116.226680321,2.564102545,1.1906688734387547,sage_odlyzko_zeta,gate0_default
38,118.790782866,2.579342136,1.2067035536124964,sage_odlyzko_zeta,gate0_default
39,121.370125002,1.576704292,0.7430260678874511,sage_odlyzko_zeta,gate0_default
40,122.946829294,1.309989260,0.6200269459833966,sage_odlyzko_zeta,gate0_default
41,124.256818554,3.259865326,1.5484155123706773,sage_odlyzko_zeta,gate0_default
42,127.51668388,2.06202032,0.9879454613107443,sage_odlyzko_zeta,gate0_default
43,129.5787042,1.508984331,0.7268299652481102,sage_odlyzko_zeta,gate0_default
44,131.087688531,2.410048672,1.1652851201223995,sage_odlyzko_zeta,gate0_default
45,133.497737203,1.258772550,0.612280216412167,sage_odlyzko_zeta,gate0_default
46,134.756509753,3.359532302,1.6391298941513173,sage_odlyzko_zeta,gate0_default
47,138.116042055,1.620166897,0.79683588593551,sage_odlyzko_zeta,gate0_default
48,139.736208952,1.387498452,0.6849794484462088,sage_odlyzko_zeta,gate0_default
49,141.123707404,1.988138404,0.9846294281586748,sage_odlyzko_zeta,gate0_default
50,143.111845808,2.889136679,1.4372832870176653,sage_odlyzko_zeta,gate0_default
51,146.000982487,1.421782856,0.711829064453462,sage_odlyzko_zeta,gate0_default
52,147.422765343,2.630755078,1.3211700931448034,sage_odlyzko_zeta,gate0_default
53,150.053520421,0.871737191,0.44024204168626463,sage_odlyzko_zeta,gate0_default
54,150.925257612,2.099436199,1.0621863750998666,sage_odlyzko_zeta,gate0_default
55,153.024693811,3.088215483,1.569238176283116,sage_odlyzko_zeta,gate0_default
56,156.112909294,1.484682524,0.759144121791836,sage_odlyzko_zeta,gate0_default
57,157.597591818,1.252396353,0.6422588293122458,sage_odlyzko_zeta,gate0_default
58,158.849988171,2.338975967,1.2024294451386126,sage_odlyzko_zeta,gate0_default
59,161.188964138,1.841745549,0.9510959878438029,sage_odlyzko_zeta,gate0_default
60,163.030709687,2.506359501,1.2988413243620076,sage_odlyzko_zeta,gate0_default
61,165.537069188,1.647370790,0.8576977435428089,sage_odlyzko_zeta,gate0_default
62,167.184439978,1.910075438,0.9974843182851736,sage_odlyzko_zeta,gate0_default
63,169.094515416,0.817461063,0.42837453177149093,sage_odlyzko_zeta,gate0_default
64,169.911976479,3.499560041,1.836562315523413,sage_odlyzko_zeta,gate0_default
65,173.41153652,1.342655003,0.7089792568853787,sage_odlyzko_zeta,gate0_default
66,174.754191523,1.687242775,0.8930074702971428,sage_odlyzko_zeta,gate0_default
67,176.441434298,1.935973478,1.027613852251401,sage_odlyzko_zeta,gate0_default
68,178.377407776,1.539076244,0.8196140301231573,sage_odlyzko_zeta,gate0_default
69,179.91648402,2.290594464,1.2229567923971152,sage_odlyzko_zeta,gate0_default
70,182.207078484,2.667389364,1.4294997080149248,sage_odlyzko_zeta,gate0_default
71,184.874467848,0.724315830,0.38984864155421767,sage_odlyzko_zeta,gate0_default
72,185.598783678,1.630138906,0.8784044481241,sage_odlyzko_zeta,gate0_default
73,187.228922584,2.187236072,1.1816417992908228,sage_odlyzko_zeta,gate0_default
74,189.416158656,2.610497705,1.4151319727337537,sage_odlyzko_zeta,gate0_default
75,192.026656361,1.053070243,0.5731558591839963,sage_odlyzko_zeta,gate0_default
76,193.079726604,2.185670076,1.1914998343026817,sage_odlyzko_zeta,gate0_default
77,195.26539668,1.611085161,0.8811559444212745,sage_odlyzko_zeta,gate0_default
78,196.876481841,1.138827835,0.6243520519934974,sage_odlyzko_zeta,gate0_default
79,198.015309676,3.249442268,1.7844602196546162,sage_odlyzko_zeta,gate0_default
80,201.264751944,1.228842570,0.6780132339024352,sage_odlyzko_zeta,gate0_default
81,202.493594514,1.696077289,0.9374528710940839,sage_odlyzko_zeta,gate0_default
82,204.189671803,1.205025399,0.6676392284422819,sage_odlyzko_zeta,gate0_default
83,205.394697202,2.511561686,1.3938721934336433,sage_odlyzko_zeta,gate0_default
84,207.906258888,1.670250829,0.9301904220949182,sage_odlyzko_zeta,gate0_default
85,209.576509717,2.114352878,1.1802108352742533,sage_odlyzko_zeta,gate0_default
86,211.690862595,1.657056765,0.9276000208238265,sage_odlyzko_zeta,gate0_default
87,213.34791936,1.199125423,0.6727437592998685,sage_odlyzko_zeta,gate0_default
88,214.547044783,1.622493725,0.9117128316130358,sage_odlyzko_zeta,gate0_default
89,216.169538508,2.898057841,1.6319536966293882,sage_odlyzko_zeta,gate0_default
90,219.067596349,1.647322490,0.9311314137722576,sage_odlyzko_zeta,gate0_default
91,220.714918839,0.715786716,0.40544423026706583,sage_odlyzko_zeta,gate0_default
92,221.430705555,2.576294700,1.4606223758056618,sage_odlyzko_zeta,gate0_default
93,224.007000255,0.976324415,0.555321585191208,sage_odlyzko_zeta,gate0_default
94,224.98332467,2.43811961,1.3884606860102562,sage_odlyzko_zeta,gate0_default
95,227.42144428,1.915969026,1.0943930807534212,sage_odlyzko_zeta,gate0_default
96,229.337413306,1.912775394,1.0951228761105007,sage_odlyzko_zeta,gate0_default
97,231.2501887,0.737046553,0.4229561864721861,sage_odlyzko_zeta,gate0_default
98,231.987235253,1.706168926,0.9799538185329093,sage_odlyzko_zeta,gate0_default
99,233.693404179,2.830825487,1.6292120671943735,sage_odlyzko_zeta,gate0_default
100,236.524229666,1.245590815,0.7192561534664509,sage_odlyzko_zeta,gate0_default
101,237.769820481,1.785657092,1.032605690455158,sage_odlyzko_zeta,gate0_default
102,239.555477573,1.493680223,0.8655406377261123,sage_odlyzko_zeta,gate0_default
103,241.049157796,1.774114138,1.0297983612962471,sage_odlyzko_zeta,gate0_default
104,242.823271934,1.247626563,0.7256506372893832,sage_odlyzko_zeta,gate0_default
105,244.070898497,3.066091578,1.7858159568168115,sage_odlyzko_zeta,gate0_default
106,247.136990075,0.964999985,0.5639724444237896,sage_odlyzko_zeta,gate0_default
107,248.10199006,1.471699585,0.8610143947136657,sage_odlyzko_zeta,gate0_default
108,249.573689645,1.441258150,0.844561348539523,sage_odlyzko_zeta,gate0_default
109,251.014947795,2.055038953,1.2061134711327777,sage_odlyzko_zeta,gate0_default
110,253.069986748,2.236269707,1.3153807513039375,sage_odlyzko_zeta,gate0_default
111,255.306256455,1.074457239,0.6335035290693348,sage_odlyzko_zeta,gate0_default
112,256.380713694,2.229725798,1.3161440243742761,sage_odlyzko_zeta,gate0_default
113,258.610439492,1.263967498,0.7478262055138569,sage_odlyzko_zeta,gate0_default
114,259.87440699,0.930677515,0.5513574181290686,sage_odlyzko_zeta,gate0_default
115,260.805084505,2.768809400,1.6418895960716908,sage_odlyzko_zeta,gate0_default
116,263.573893905,1.983957934,1.1798112807050631,sage_odlyzko_zeta,gate0_default
117,265.557851839,1.057121943,0.6299062459363756,sage_odlyzko_zeta,gate0_default
118,266.614973782,1.306941301,0.7795922478066064,sage_odlyzko_zeta,gate0_default
119,267.921915083,2.048533941,1.2235475664545556,sage_odlyzko_zeta,gate0_default
120,269.970449024,1.523606618,0.9118662017136903,sage_odlyzko_zeta,gate0_default
121,271.494055642,1.965553546,1.178128365234202,sage_odlyzko_zeta,gate0_default
122,273.459609188,2.127883461,1.2778699081316856,sage_odlyzko_zeta,gate0_default
123,275.587492649,0.864556854,0.5202637818363325,sage_odlyzko_zeta,gate0_default
124,276.452049503,1.798694027,1.0832955311708024,sage_odlyzko_zeta,gate0_default
125,278.25074353,0.978507398,0.5903334976534597,sage_odlyzko_zeta,gate0_default
126,279.229250928,3.235863837,1.9540045065411191,sage_odlyzko_zeta,gate0_default
127,282.465114765,0.746070968,0.4518895627510737,sage_odlyzko_zeta,gate0_default
128,283.211185733,1.624778248,0.9847980535816497,sage_odlyzko_zeta,gate0_default
129,284.835963981,1.831481382,1.1117508531988554,sage_odlyzko_zeta,gate0_default
