index,spacing_normalized,source
1,5.600729349255428,poisson
2,0.3653067794921937,poisson
3,2.6943465307711616,poisson
4,1.550170622343463,poisson
5,0.1261582175120495,poisson
6,0.21184446087383754,poisson
7,0.6614607343304382,poisson
8,0.18764007829951634,poisson
9,0.3622955406739868,poisson
10,0.8880649935116627,poisson
11,0.19192072722648698,poisson
12,2.0423074738493976,poisson
13,1.882447319562727,poisson
14,0.7157953790109389,poisson
15,0.40053439269342955,poisson
16,0.05912389016957345,poisson
17,0.4648881566190255,poisson
18,0.9194295428883466,poisson
19,0.16525833625308112,poisson
20,0.18687556295278412,poisson
21,1.7612321854769428,poisson
22,0.03487314935696499,poisson
23,1.3171723979943932,poisson
24,0.28418780152482914,poisson
25,0.7429759593680473,poisson
26,0.6624242746334768,poisson
27,1.3223319179445103,poisson
28,1.4367904218276066,poisson
29,0.7356405593076041,poisson
30,0.7038160229230422,poisson
31,1.6144095495125312,poisson
32,0.13373252947407768,poisson
33,0.7176468780225242,poisson
34,0.8880869372210036,poisson
35,0.12988094381874898,poisson
36,0.17716276918019053,poisson
37,0.040902743792878046,poisson
38,0.42547282739038195,poisson
39,0.8958495235781202,poisson
40,0.7908010368668793,poisson
41,0.07206469719285563,poisson
42,3.5936130270134155,poisson
43,0.28798700255918197,poisson
44,0.2540365616811214,poisson
45,3.7362467063301374,poisson
46,1.6552259561936256,poisson
47,2.149608420996946,poisson
48,0.6924197466762859,poisson
49,0.018438532706175036,poisson
50,0.03406710988949887,poisson
51,0.25199082689594454,poisson
52,0.318647784046214,poisson
53,1.2629098293279293,poisson
54,0.9320117075697796,poisson
55,0.11053600111210332,poisson
56,4.951327217010148,poisson
57,0.37192207214170925,poisson
58,3.0210410420244522,poisson
59,0.7342779652518081,poisson
60,0.2979912539781701,poisson
61,0.9540097611229391,poisson
62,1.4277656998867734,poisson
63,0.10758086033494332,poisson
64,0.6053165370230846,poisson
65,2.7837166145369032,poisson
66,0.004522648705619128,poisson
67,0.4661794875997494,poisson
68,0.52926451130312,poisson
69,0.021192548848164995,poisson
70,0.6310189868117478,poisson
71,1.7794747178300765,poisson
72,1.2822224066909065,poisson
73,0.32385762507991356,poisson
74,2.353403807940124,poisson
75,0.002552152907779177,poisson
76,0.5152882101762217,poisson
77,0.6890338728469573,poisson
78,0.22896154420644135,poisson
79,1.6219275442395982,poisson
80,0.3209061337797968,poisson
81,0.0009697099534646569,poisson
82,0.14750360292120848,poisson
83,0.03880190836988298,poisson
84,1.5933776673109625,poisson
85,2.69683812079218,poisson
86,1.3028089538865535,poisson
87,0.22914965713904104,poisson
88,0.26953100450017525,poisson
89,0.3260359794771936,poisson
90,0.11721532642399475,poisson
91,1.4841156488053195,poisson
92,0.664547973963504,poisson
93,1.8334914700324487,poisson
94,0.22963281190079987,poisson
95,4.449997558182193,poisson
96,0.6576507187072657,poisson
97,0.5457289551895299,poisson
98,0.48010965910977316,poisson
99,0.8112866893202916,poisson
100,0.7952738511475724,poisson
101,0.04288386655581161,poisson
102,1.3947046623144164,poisson
103,3.776053815072262,poisson
104,0.8202656706591165,poisson
105,1.5381905599204695,poisson
106,2.682256052238791,poisson
107,1.1081027835744481,poisson
108,0.38545751625548735,poisson
109,0.6842464886143986,poisson
110,1.2853551978781987,poisson
111,0.13994186840044062,poisson
112,0.9852140247323922,poisson
113,0.33048911406262366,poisson
114,0.8912831840766843,poisson
115,0.8341693962589734,poisson
116,1.5024958085687463,poisson
117,0.42726056793928374,poisson
118,0.9158631548688654,poisson
119,0.7690663300426881,poisson
120,0.17457161137572474,poisson
121,0.7468832792116166,poisson
122,0.28181066815376704,poisson
123,0.5941798877745118,poisson
124,0.24316613791282507,poisson
125,0.2969556959059823,poisson
126,0.998406849762136,poisson
127,4.396582917599543,poisson
128,0.10895612001616962,poisson
129,3.4182879179273145,poisson
130,0.0725295710779436,poisson
131,1.3689814413395567,poisson
132,1.1244911065721934,poisson
133,0.43225116453034057,poisson
134,0.4412209950175468,poisson
135,0.2739179294262019,poisson
136,2.8734437831220454,poisson
137,1.6125045054423266,poisson
138,0.9958478726321696,poisson
139,0.744235035342681,poisson
140,1.7079946341986487,poisson
141,0.10994913736686643,poisson
142,0.6712865495534969,poisson
143,0.8769959864276271,poisson
144,0.12429114140505154,poisson
145,0.2651473109369828,poisson
146,0.6749233376975674,poisson
147,0.08683416258726723,poisson
148,2.6235841178650934,poisson
149,1.8847793078708672,poisson
150,1.7275534874841023,poisson
151,0.41742982605294027,poisson
152,0.8085508641986507,poisson
153,1.4122322639328908,poisson
154,2.324268820173002,poisson
155,1.5503287893933029,poisson
156,2.6158795985258423,poisson
157,1.362799079695794,poisson
158,0.942039310576964,poisson
159,2.839810555359557,poisson
160,0.021624515304336574,poisson
161,1.4147064548796837,poisson
162,0.35551439110921534,poisson
163,0.9081288459736241,poisson
164,0.9169878069994625,poisson
165,0.05736771648400884,poisson
166,1.3109456653824672,poisson
167,1.737026540850772,poisson
168,0.35432210846815365,poisson
169,0.8274897361885306,poisson
170,0.2978008738824331,poisson
171,1.2178680271740117,poisson
172,5.23602594687459,poisson
173,0.5334136081614891,poisson
174,0.9080745793895167,poisson
